Image_Name,waldoLoc_x,waldoLoc_y
waldo01.jpg,0.23541666666666666,0.2574074074074074
waldo02.jpg,0.70625,-0.48148148148148145
waldo03.jpg,-0.44166666666666665,0.32037037037037036
waldo04.jpg,0.40208333333333335,0.16111111111111112
waldo05.jpg,-0.18958333333333333,-0.2222222222222222
waldo06.jpg,0.7822916666666667,-0.3148148148148148
waldo101.jpg,0.23541666666666666,0.2388888888888889
waldo102.jpg,0.715625,-0.48703703703703705
waldo103.jpg,-0.43854166666666666,0.35185185185185186
waldo104.jpg,0.39791666666666664,0.17037037037037037
waldo105.jpg,-0.19583333333333333,-0.2518518518518518
waldo106.jpg,0.7854166666666667,-0.32407407407407407
waldo251.jpg,0.23645833333333333,0.22777777777777777
waldo252.jpg,0.7145833333333333,-0.4777777777777778
waldo253.jpg,-0.4375,0.35555555555555557
waldo254.jpg,0.41041666666666665,0.1537037037037037
waldo255.jpg,-0.19270833333333334,-0.25925925925925924
waldo256.jpg,0.7822916666666667,-0.3277777777777778
